7C85869B	Wide angle Earth sensor
70F0C446	A new guide star selection algorithm for star tracker
5BE2E9FA	New methods to analyse auxin-induced growth I: classical auxinology goes Arabidopsis.
2D319EDC	Enabling Laser and Lidar Technologies for NASA's Science and Exploration Mission's Applications
78222936	Three-dimensional motion of an object determined by an image sequence of a video theodolite
01F039B7	Balloon Flight Results obtained with the Liquid Xenon Gamma-Ray Imaging Telescope (LXeGRIT)
7641B836	Optical System Design with High Resolution and Large Field of View for the Remote Sensor
779AC8C4	Planar antenna arrays for CMB polarization detection
673CEBEB	Design Considerations for the Next Generation of Atmospheric Imaging Cherenkov Telescopes
086EEECA	The JANUS XCAT Instrument
5BF46AFD	Smart Transmitters and Receivers forUnderwater Free-Space Optical Communication
778EAFFE	Passive microwave precipitation retrievals using TMI during the Baiu period of 1998
02466E68	The 4-meter All-Sky Survey (4MASS): Methodology
75AD3C2A	LIGA fabrication of high-aspect-ratio lobster-eye optics
799FC8D3	Status of the ANTARES project
30F52C03	Evaluation of off-road terrain with static stereo and monoscopic displays
619013B4	Sky coverage of orbital detectors. Analytical approach
7877114F	Holography-based Phased-Array Antenna Imaging Systems
7A07F7D6	Human visual search: a two state process
7657B48F	Site selection and its influence on the design of a lunar-based telescope
76D21BFF	Detection of anomalous events in shipboard video using moving object segmentation and tracking
5B170766	Aerosol Optical Depth Retrieval by NPS Model Modified for SEAWIFS Input
11E7F6A5	Derivation of exospheric temperature at high latitudes from incoherent-scatter radar data. Master's thesis
0A097678	Theoretical model of boiling water reactor neutron noise
799AF138	Key-problem analysis and experimental research of stereo HMD used in augmented reality
774E5FC9	Foreground-background segmentation of optical character recognition labels by a single-layer recurrent neural network
7D0A85FA	Antenna Requirements and Architecture Tradeoffs for an Automotive Forward Looking Radar* IEEE 1998 National Radar Conference
75D1A63A	Effect of a camera on scene correlation length
6372A9FD	Double station meteors recorded in Ondrejov's programme
0053F6C5	Measurement of velocity turbulence and application to zonal flow detection in tokamak plasmas
7B192739	Apodized aperture imaging optics for Compton-scattered x-ray and gamma-ray imaging systems
77958CE8	Atmospheric gravity wave signatures in the infrared hydroxyl OH airglow
03DE2037	The 1999 October 10th Jovian Occultation of HIP9369: Probing the Temperature Structure of Jupiter's Polar Atmosphere.
795A9B98	A UAV for bridge inspection: Visual servoing control law with orientation limits
77BB5AF3	Performance Modeling of a Wide Field Ground Layer Adaptive Optics System
6264972F	Leonid light curve morphology: review of 1998-2001 data
76E92565	CIV polarization measurements using a vacuum ultraviolet Fabry-PÃÂ©rot Interferometer
0A4E7A66	IzJHKs photometry of Collinder 359 (Lodieu+, 2006)
624E9C04	Infrared Observations of Cassiopeia A and the Crab Nebula
75779811	The atmospheric correction procedure for CMODIS
62DC84B7	Changes in the Atmospheric Greenhouse Effect during 1985 to 1999
596ADB9F	Cooperative windowing for real-time visual tracking
7E872CEB	Wide-field functional imaging of blood flow and hemoglobin oxygen saturation in the rodent dorsal window chamber.
77F3B28C	Imaging and radiometric performance simulation for a new high-performance dual-band airborne reconnaissance camera
7F469E74	WFIS: a wide field-of-view imaging spectrometer
69566A28	A Multiacuity Connectionist Model for Local Speed Estimation
7F5F2D27	LonGSp: The Gornergrat longslit infrared spectrometer
78E6723E	Measuring gaze of children with autism spectrum disorders in naturalistic interactions
7B38DAFB	Nuclear astrophysics capabilities of the GRIPS telescope
6008D69E	Preliminary Tropospheric Emissions Spectrometer Sea Surface Temperature Validation
808E7C9F	Neural network retrieval of atmospheric temperature and moisture profiles from cloud-cleared AIRS/AMSU radiances
02CA3414	Evolution of the Solar Flares H-alpha Line Profiles Investigated with Very High Temporal Resolution
7BB17C6A	Microlensing toward Crowded Fields: Theory and Applications to M31
5855FA08	A Cooperative Distributed Vision Algorithm for Wide Area Vehicle Tracking
119094F0	Gamma Ray Astronomy with ARGO-YBJ
787A8D67	Megacam: paving the focal plane of the MMT with silicon
7B27E2B1	Top hat electrostatic analyzer for far-field electric propulsion plume diagnostics
0B5510C3	LSST Observatory System and Science Opportunities
0C620260	Lyman: The ESA phase A study
7E4613DD	CSA redesign of the Mobile Robotics Test-bed (MRT)
790B1505	Development Of A Real-Time Laser Scanning System For Object Recognition, Inspection, And Robot Control
77613EDC	Sensor for automated front face weldbead area control
7B33BA45	Design of optical system for autonomous APS star sensors
30A99E55	Compact Hyperspectral Mapper for Environmental Remote Sensing Applications (CHyMERA) End-of-phase Data Review Package
79A8EB51	The Intrinsic Structure and Color of IC 342 from CCD Observations
5A27D18B	Development and construction of a white light profiler for industrial applications
63108175	New instrument concept for earth resources survey
13C5197B	SeaWiFS technical report series. Volume 28: SeaWiFS algorithms, part 1
63A343B2	Characteristics of space and ground based total ozone observing systems investigated by intercomparison of Nimbus 4 Backscattered Ultraviolet /BUV/ data with Dobson and M-83 results
58C8CA32	Reduced migration of fibroblasts in inflammatory bowel disease: role of inflammatory mediators and focal adhesion kinase1
7A3EBB66	May I enter the roundabout? A time-to-contact computation based on stereo-vision
070FA408	Aerosol multiple-scattering code, ASCAT
7B1FECFE	Omnidirectional photometric visual servoing
75BD178F	Novel multifunction 2-μm imaging laser radar system
23FB0936	MEDIZINISCHE ASPEKTE DER ALKOHOLISIERUNG AM STEUER
7A920D77	Multiple Scattering Corrections for Lidar Detection of Obscured Objects
79C06B56	Dynamic phase imaging for in vitro process monitoring and cell tracking
0C256320	Centaurus Cluster catalog (Chiboucas+, 2007)
793A7CA5	Chromospheric Evaporation and Warm Rain during a Solar Flare Observed in High Time Resolution with the Coronal Diagnostic Spectrometer aboard the Solar and Heliospheric Observatory
80AB61E1	Broadband X-ray full field microscopy at a superbend
5DD68D73	The Spitzer Warm Mission - Hot Science with a
630FE0B1	The Spatial Distribution of AGN in the Local Universe
2164F949	SCHEINWERFER-LICHTQUALITAET OBJEKTIV BEWERTET
814BECE6	Seamless joining of tiles of varying resolutions for online 3D terrain visualization by DWT domain smoothing
7FF6F2D8	Using Time-of-Flight cameras with active gaze control for 3D collision avoidance
806F21E8	Measurements and applications of combined radar-passive microwave rainfall profiling during TOGA-COARE
21C5B160	Observations of GEO Debris with the Magellan 6.5-m Telescopes
68F62DF3	The VIRUS-P Exploration of Nearby Galaxies (VENGA): Survey Design and First Results
8010A7DA	The Design of a Large Aperture Infrared Optical System
7811BC10	Average search time for ground-vehicle target detectability
73930A98	Practical Region-Based Matching for Stereo Vision
80243473	Fast imaging spectroscopy with MSDP spectrometers. Vector magnetic maps with THEMIS/MSDP
775C2275	Multiple field line resonances: Optical, magnetic and absorption signatures
6021AAFA	Return stroke velocities and currents using a solid state silicon detector system
0BD1CFE6	Observations of Venus by VIRTIS aboard Venus Express
7C5C0A96	Bacterial mixture analysis with Raman chemical imaging microspectroscopy
7FC6F9A9	CCD Positions of Saturn and its Major Satellites from 2002-2006
5928185F	SMA 12CO(J = 6 – 5) and 435 μm Interferometric Imaging of the Nuclear Region of Arp 220
7B0EAB98	AMIBA AND GALAXY CLUSTER SURVEY VIA THERMAL SUNYAEV-ZEL’DOVICH EFFECTS
76CE52FF	Spectroscopic Cosmological Surveys in the Far-IR
7FF80DDD	Spitzer 24-micron Time-Series Observations of the Eclipsing M-dwarf Binary GU Bootis
78F88953	A vision-based robotic follower vehicle
7F40F40D	The role of drivers' vision in road safety
77DD0806	Optical tunnel-trap detector for radiometric measurements
053CBE8E	The Fast Plasma Instrument for the MMS Mission
60F56948	Data Results from AFRL Instrumentation on Leonids 98
62601460	Infrared Imaging of Transient Luminous Events (1-1.5 microns) Over the Mid-Western US and Comparison with their Visible Wavelength Signatures
25F567AB	APPROCHE ANALYTIQUE DE L'ANTICIPATION DU MOUVEMENT D'UN VEHICULE A L'APPROCHE D'UNE INTERSECTION
7380C9B0	Characteristics of EXITE and plans for SN 1987A
61E88FFD	Short wavelength dispersive birefringent filter materials development
77DAE5CA	A calibration method for stereo vision sensor with large FOV based on 1D targets
785951E2	A new objective perimeter
76AF7752	Panchromatic spectrograph with supporting monochromatic imagers
6291C408	Modeling the Corona-Heliosphere Interface in Anticipation of the Murchison Wide-field Array
7BFA7F87	Flight Test Results of the Earth Observing-1 Advanced Land ImagerAdvanced Land Imager
60630E29	Non-linearity effects in Multi-conjugate Adaptive Optics
6107206E	ISOCAM spectro-imaging observations of the beta-Pictoris dust disk
6F0D6607	Binocular head mounted display with eye movement tracking function: development of the prototype and its application
76DB984D	3D shape reconstruction using multiple projections: a method to eliminate shadowing for projected fringe profilometry
610FC0F3	74 and 330 MHz VLA Survey of Bright Sources from the 3rd Cambridge Catalogue
7A658FDA	Imaging biological specimens with the confocal scanning laser microscope/macroscope
61F9A094	Gated Blue Cesium Faraday Atomic Line Filter,
759D159D	Experimental research of stratocumulus cloudiness above the city of Tomsk with changeable field-of-view lidar
0688024C	An improved patch for radiative coolers
5B87D587	99mTc-(V)DMSA scintimammography in the assessment of breast lesions: comparative study with 99mTc-MIBI
59877562	Computing C-space entropy for view planning with a generic range sensor model
80444855	A multiline spectrometer for the analysis of solar atmospheric oscillations and flows at the VTT, Tenerife
79A07269	Dynamic performance and stability analysis for layer oriented MCAO controllers
0A5E6A3A	Silicon Advanced Compton Telescope
7F709CB1	Catadioptric vision systems: survey
7AF058DA	The design of an echelle spectrometer for diffuse extreme ultraviolet/far ultraviolet astronomy
85F47CCF	Ground performance of the High-Energy Focusing Telescope (HEFT) attitude control system
79D375A2	Fusion of current technologies with real-time 3D MEMS ladar for novel security and defense applications
0AF04570	Onboard detection of intrinsic Ly. alpha. radiation from a neutral particle beam
7AC6574F	Magnetic Properties of Metric Noise Storms Associated with Coronal Mass Ejections
63DFC4DE	First evidence for a resolved structure in the inner Vega system
7DC88DB7	The HICAM Gamma Camera
63FE6BA3	MSG Improved Capabilities for Marine Aerosol Characterization
7A30077C	Nanoscale superconducting-gap variations and lack of phase separation in optimally doped BaFe1.86Co0.14As2
7B9CEEFC	Low-cost monochrome CRT helmet display
0686ED0D	Determination of the field of view of a boiling water reactor in-core detector
75C7C3D1	An introduction of mountain-based GPS radio occultation experiments in China
